,repo,lang,metric,overall_mean,overall_median,comment_mean,comment_median,non_comment_mean,non_comment_median,cliffs_delta,mannwhitneyu_p,n_comment,n_non_comment,n_total
164,opencv,cpp,chars,722.4360723127949,286.0,1301.5079299972656,733.0,421.9087490243383,184.0,0.5218360005154244,0.0,7314,14093,21407
165,opencv,cpp,identifiers,52.44569533330219,21.0,91.43505605687722,52.0,32.210955793656424,14.0,0.48663965131350106,0.0,7314,14093,21407
166,opencv,cpp,halstead,443.2942082411457,118.53642239625984,836.8155115930318,378.08006740686994,239.06410728920528,60.94436251225965,0.5003867527055372,0.0,7314,14093,21407
167,opencv,cpp,entropy,4.272603959790163,4.317453488204429,4.7565982396038295,4.879678567057004,4.021420098117194,4.021704462063677,0.5302642117139706,0.0,7314,14093,21407
168,puppeteer,ts,mccabe,2.052276559865093,1.0,2.5697940503432495,2.0,1.7503337783711614,1.0,0.2283593991072765,1.0680732258049971e-12,437,749,1186
169,puppeteer,ts,fanout,4.006745362563238,2.0,5.356979405034325,3.0,3.218958611481976,2.0,0.26298680467931307,1.8465762611832934e-14,437,749,1186
170,puppeteer,ts,chars,411.21838111298484,269.0,554.3913043478261,375.0,327.6849132176235,222.0,0.2836856464607272,3.370619355043602e-16,437,749,1186
171,puppeteer,ts,identifiers,22.827150084317033,15.0,30.491990846681922,22.0,18.35514018691589,13.0,0.28397894370220556,3.048942121095242e-16,437,749,1186
172,puppeteer,ts,halstead,163.82625137022526,79.97722668160485,230.71084847981135,129.26767504471167,124.8027948456737,60.94436251225965,0.27195375680159356,5.197034273744147e-15,437,749,1186
173,puppeteer,ts,entropy,4.260444922968099,4.228987935984026,4.4216602282112705,4.453761015190599,4.166384724848918,4.137537511266052,0.27508837106989337,2.533059655669164e-15,437,749,1186
174,react-native,cpp,mccabe,2.3005595523581137,1.0,3.5582386363636362,2.0,1.8081201334816464,1.0,0.40556426332288403,1.299301991488195e-65,704,1798,2502
175,react-native,cpp,fanout,5.338129496402877,3.0,9.238636363636363,5.5,3.810901001112347,2.0,0.46594148169683486,1.295989443814343e-74,704,1798,2502
176,react-native,cpp,chars,469.95163868904876,260.0,820.125,477.5,332.8426028921023,216.0,0.48058211775710385,3.474412484301772e-78,704,1798,2502
177,react-native,cpp,identifiers,29.517585931254995,17.0,48.9375,32.0,21.913793103448278,14.0,0.4321152290423703,1.2920811900025613e-63,704,1798,2502
178,react-native,cpp,halstead,182.3281367526644,70.32403072095333,351.2769922130762,176.80898408830268,116.17686075481683,50.18947501009619,0.48270173930629995,7.126677546891746e-79,704,1798,2502
179,react-native,cpp,entropy,4.091630590704961,4.159199529386525,4.561483692561322,4.596668371467646,3.907661411780112,4.06610893983748,0.5346628830013146,2.5120359023596924e-96,704,1798,2502
180,rust,rs,mccabe,2.177824565396762,1.0,2.8744056807656686,2.0,1.5825770367243563,1.0,0.35234918236754437,0.0,16195,18952,35147
181,rust,rs,fanout,8.659885623239537,5.0,12.579746835443038,8.0,5.310257492612917,3.0,0.41985560179591513,0.0,16195,18952,35147
182,rust,rs,chars,650.2940791532706,323.0,959.1488731089843,578.0,386.36924862811316,220.0,0.4493457285241564,0.0,16195,18952,35147
183,rust,rs,identifiers,43.19808233988676,24.0,61.916702686014204,40.0,27.202511608273532,17.0,0.43056841997025747,0.0,16195,18952,35147
184,rust,rs,halstead,372.1943846334058,155.41846816192586,570.2035026084359,302.53496664211536,202.99020219326158,100.07820003461549,0.4459466700359733,0.0,16195,18952,35147
185,rust,rs,entropy,4.414012892513512,4.425810103338054,4.691135107754375,4.751940447622705,4.177204414472894,4.192118511598357,0.4824919287164884,0.0,16195,18952,35147
186,rustdesk,rs,mccabe,2.532613045218087,2.0,3.8098360655737706,3.0,2.120169401799894,2.0,0.36413402876012113,1.4027767121073922e-45,610,1889,2499
187,rustdesk,rs,fanout,7.750300120048019,5.0,12.798360655737705,9.0,6.120169401799894,4.0,0.3794209790938045,1.7649332709468906e-45,610,1889,2499
188,rustdesk,rs,chars,551.1644657863145,300.0,1002.0967213114754,631.0,405.5484383271572,246.0,0.4634224023466315,1.514128439182409e-66,610,1889,2499
189,rustdesk,rs,identifiers,32.3921568627451,20.0,56.09016393442623,38.0,24.739544732662786,16.0,0.46083451214538007,7.240292883910549e-66,610,1889,2499
190,rustdesk,rs,halstead,295.97810454933835,147.14866228501222,561.9829352138375,340.76277511153125,210.0792444618082,116.0,0.46417828845169185,9.305768739485521e-67,610,1889,2499
191,rustdesk,rs,entropy,4.4494004712312245,4.441998630095599,4.811135082296969,4.860229730638553,4.332588341665262,4.325324235277409,0.4852675975665848,8.66703151344933e-73,610,1889,2499
192,scikit-learn,py,mccabe,3.5332684193443686,2.0,4.385700389105058,3.0,1.8234146341463415,1.0,0.5670475467400589,1.6633169718299736e-152,2056,1025,3081
193,scikit-learn,py,fanout,7.890619928594612,5.0,10.065175097276265,7.0,3.528780487804878,2.0,0.6065369649805448,2.51175086898049e-167,2056,1025,3081
194,scikit-learn,py,chars,767.5313209996755,486.0,937.2310311284047,607.5,427.13853658536584,288.0,0.45352804403530417,9.259086496398947e-94,2056,1025,3081
195,scikit-learn,py,identifiers,48.182083739045765,33.0,58.34533073929961,40.0,27.79609756097561,20.0,0.4420940495397172,3.321466570297475e-89,2056,1025,3081
196,scikit-learn,py,halstead,250.34566561173318,132.0,323.4869562378958,187.29612798276648,103.6349402191572,58.81033751683405,0.5460619720983202,4.813068537627323e-135,2056,1025,3081
197,scikit-learn,py,entropy,4.472858658493873,4.5677582991162184,4.775945863325188,4.8005916382244855,3.864910079827351,3.8586949695628414,0.7049193318781437,1.12824559137851e-223,2056,1025,3081
198,spark,java,mccabe,2.2731448763250883,2.0,2.6692047377326564,2.0,1.9890776699029127,2.0,0.1703351650156884,2.8444744951537576e-16,1182,1648,2830
199,spark,java,fanout,5.659363957597173,3.0,8.263113367174281,5.0,3.791868932038835,3.0,0.3022845719777241,1.731714871378542e-43,1182,1648,2830
200,spark,java,chars,385.3756183745583,232.0,553.434856175973,358.0,264.8379854368932,190.0,0.3562437369605572,6.3823779052204475e-59,1182,1648,2830
201,spark,java,identifiers,25.048763250883393,15.0,35.20812182741117,23.0,17.762135922330096,13.0,0.31281469206380497,6.9967424150123234e-46,1182,1648,2830
202,spark,java,halstead,134.01348996080563,63.39850002884624,206.30701719398047,114.6940428629768,82.16218584089509,48.432042660922164,0.34042134854533207,5.790830619642834e-54,1182,1648,2830
203,spark,java,entropy,4.23435039080764,4.23471333153126,4.428268101991396,4.5154667019974095,4.095266207179484,4.091976771446446,0.38397000722816355,3.745908179526032e-68,1182,1648,2830
204,spring-boot,java,mccabe,1.8530937160776746,2.0,1.9069767441860466,2.0,1.8407237134806467,2.0,-0.0030677808856040202,0.8389824737097868,1548,6743,8291
205,spring-boot,java,fanout,5.507658907248824,4.0,4.430232558139535,3.0,5.755005190567997,4.0,-0.17606305093501118,1.4361419592773028e-27,1548,6743,8291
206,spring-boot,java,chars,308.2045591605355,243.0,284.4134366925065,232.0,313.66632062880024,244.0,-0.08053801415651259,7.44766979014772e-07,1548,6743,8291
207,spring-boot,java,identifiers,18.79616451573996,15.0,17.11046511627907,13.0,19.183152899302982,15.0,-0.0945179631207174,6.17123476253555e-09,1548,6743,8291
208,spring-boot,java,halstead,87.38502769100513,59.79470570797252,80.29050086292463,53.77443751081734,89.0137281996613,60.94436251225965,-0.08324605744841718,3.1229116864215124e-07,1548,6743,8291
209,spring-boot,java,entropy,4.141331365081079,4.139456510925792,4.143775621311873,4.123755336958688,4.1407702337381656,4.142138721527401,0.001641668017478936,0.9196460787433847,1548,6743,8291
210,stablediffusion,py,mccabe,3.240875912408759,2.0,4.111940298507463,3.0,2.407142857142857,2.0,0.29197761194029853,1.1271959395259537e-09,268,280,548
211,stablediffusion,py,fanout,9.75,6.0,13.190298507462687,9.0,6.457142857142857,5.0,0.3908049040511727,2.0561849965911972e-15,268,280,548
212,stablediffusion,py,chars,785.1021897810219,436.0,1060.6791044776119,628.5,521.3357142857143,347.0,0.35026652452025586,1.3162303906400313e-12,268,280,548
213,stablediffusion,py,identifiers,54.18795620437956,34.0,72.1455223880597,51.0,37.0,27.0,0.38488805970149254,6.447768140679815e-15,268,280,548
214,stablediffusion,py,halstead,298.0299921634216,151.81810827489494,421.3505893995346,253.8288847140425,179.99456338028472,103.38124770823441,0.41729744136460556,2.912600776064118e-17,268,280,548
215,stablediffusion,py,entropy,4.513126676369956,4.540571513371658,4.774373479788151,4.835860966936188,4.263076164526826,4.309856464033539,0.49037846481876335,3.0880874193160433e-23,268,280,548
216,sway,rs,mccabe,1.9698275862068966,1.0,2.5538387252535006,2.0,1.4522892597347026,1.0,0.28864629569826156,1.863596940834196e-81,2071,2337,4408
217,sway,rs,fanout,10.323729582577133,5.0,14.305166586190246,8.0,6.795464270432178,4.0,0.34362129842041006,5.93200237251271e-87,2071,2337,4408
218,sway,rs,chars,789.8793103448276,354.0,1118.1776919362626,551.0,498.9482242190843,265.0,0.34547483877339474,1.7897043658320232e-87,2071,2337,4408
219,sway,rs,identifiers,48.0,24.0,65.594881699662,34.0,32.40778776208815,18.0,0.3181252527155885,1.7413031542271387e-74,2071,2337,4408
220,sway,rs,halstead,419.9822755808819,150.3428625411059,608.9933827434008,260.05594662738457,252.48462777019452,114.22064766172812,0.33556187934239506,1.237750534297609e-82,2071,2337,4408
221,sway,rs,entropy,4.359818637475,4.365810209591469,4.577764189978913,4.629491373336461,4.166679895825191,4.1925250171528035,0.3899691049059211,6.306635047855456e-111,2071,2337,4408
222,tabby,ts,mccabe,2.1871713985278656,2.0,3.2549019607843137,2.0,1.9824561403508771,2.0,0.298728848264452,4.329458521043364e-10,153,798,951
223,tabby,ts,fanout,4.831756046267087,3.0,7.790849673202614,4.0,4.264411027568922,3.0,0.24134683113011288,1.8324286611331982e-06,153,798,951
224,tabby,ts,chars,384.59095688748687,226.0,645.40522875817,360.0,334.58521303258146,212.0,0.29849132635510345,4.77586389480875e-09,153,798,951
225,tabby,ts,identifiers,22.143007360672975,14.0,37.51633986928105,20.0,19.195488721804512,13.0,0.2910871951119629,1.1070667034063073e-08,153,798,951
226,tabby,ts,halstead,194.93509118133224,100.37895002019238,363.25165676209036,179.71696739799185,162.66386996096134,91.9437555414549,0.2964519140989729,6.0389948944706925e-09,153,798,951
227,tabby,ts,entropy,3.994988783447965,4.081762428192815,4.330751409840177,4.377798107169944,3.930613242297578,4.024706220903236,0.3045440398381575,2.317792979306001e-09,153,798,951
228,tauri,rs,mccabe,1.8903225806451613,1.0,2.3073394495412844,1.0,1.6101694915254237,1.0,0.13669583409903732,4.08037688845981e-11,872,1298,2170
229,tauri,rs,fanout,8.121658986175115,4.0,10.457568807339449,5.0,6.552388289676426,3.0,0.18456323065831695,2.3118184309275425e-13,872,1298,2170
230,tauri,rs,chars,458.52073732718895,205.5,588.1295871559633,257.0,371.4491525423729,186.0,0.1583779208662586,3.763186297880167e-10,872,1298,2170
231,tauri,rs,identifiers,31.653456221198155,16.0,39.79243119266055,20.0,26.18567026194145,15.0,0.17469625111321582,4.779570088635747e-12,872,1298,2170
232,tauri,rs,halstead,279.2825091059969,102.18657103125848,374.2683068813403,125.21683239750143,215.4707867176306,89.21730787670757,0.1716658302822974,1.1271640981768481e-11,872,1298,2170
233,tauri,rs,entropy,4.174957327615841,4.150892026134309,4.321190590051398,4.343635612758929,4.076717416334018,4.0402239289418524,0.205056120213172,5.073361650919372e-16,872,1298,2170
234,tensorflow,cpp,mccabe,3.141549322360225,2.0,4.332918068186537,3.0,2.14873516281967,1.0,0.4236482718893316,0.0,24081,28897,52978
235,tensorflow,cpp,fanout,11.72031786779418,6.0,18.177691956314106,12.0,6.339135550403156,4.0,0.5034425354208761,0.0,24081,28897,52978
236,tensorflow,cpp,chars,804.3045037562762,455.0,1223.969270379137,835.0,454.5814444405994,294.0,0.5288424737888432,0.0,24081,28897,52978
237,tensorflow,cpp,identifiers,52.146966665408286,31.0,78.70860844649309,55.0,30.01211198394297,20.0,0.5220986681111577,0.0,24081,28897,52978
238,tensorflow,cpp,halstead,406.5758779257636,178.41295556463058,664.292418688706,392.91430010961574,191.81060754778616,97.67226489021297,0.5342614116330289,0.0,24081,28897,52978
239,tensorflow,cpp,entropy,4.464093135061779,4.54746503544392,4.827659879985615,4.923303299372978,4.161118750713546,4.252974975106084,0.5696536192748799,0.0,24081,28897,52978
240,terminal,cpp,mccabe,2.436161561398753,1.0,3.0981973434535104,2.0,1.5534471853257432,1.0,0.3399508453684467,3.9207288133484634e-170,4216,3162,7378
241,terminal,cpp,fanout,8.989292491190024,4.0,12.14634724857685,6.0,4.7798861480075905,2.0,0.42944411038578373,1.9438628785206733e-221,4216,3162,7378
242,terminal,cpp,chars,591.7468148549742,246.0,817.44165085389,425.5,290.82036685642,113.0,0.44955649212001625,3.364606720287848e-240,4216,3162,7378
243,terminal,cpp,identifiers,36.093792355651935,16.0,48.91935483870968,26.0,18.99304237824162,7.0,0.4293544696448696,1.574121526227307e-219,4216,3162,7378
244,terminal,cpp,halstead,286.17673953181884,87.56916320732489,405.67058907206723,170.06866378611682,126.85160681148766,33.0,0.43636122503111546,1.4906939738105956e-226,4216,3162,7378
245,terminal,cpp,entropy,4.089751271294528,4.241604011825391,4.413927318727489,4.574895878285206,3.657516541383911,3.7483286603655737,0.47622247466655143,2.425801613632862e-269,4216,3162,7378
246,tesseract,cpp,mccabe,4.87958435207824,3.0,5.32643427741467,4.0,2.503861003861004,2.0,0.4315505982172649,5.357258314763248e-56,2754,518,3272
247,tesseract,cpp,fanout,9.98838630806846,6.0,11.028685548293392,6.0,4.457528957528957,3.0,0.41070131756406264,4.407083712908726e-50,2754,518,3272
248,tesseract,cpp,chars,754.5892420537897,435.0,838.2621641249092,522.0,309.73359073359075,207.0,0.4838325720678662,1.5472134417019747e-68,2754,518,3272
249,tesseract,cpp,identifiers,50.22310513447433,31.0,55.87472766884532,37.0,20.175675675675677,13.0,0.5181189592954298,2.459770153036934e-78,2754,518,3272
250,tesseract,cpp,halstead,425.888069303163,220.89223069906643,479.75794841147643,267.9282133617733,139.48334524081682,72.8652410394526,0.522855488541763,1.0039323819410923e-79,2754,518,3272
251,tesseract,cpp,entropy,4.560515894972136,4.625759392092975,4.653409222140534,4.711063871038883,4.066639016551736,4.1897565782628545,0.46512128374873474,1.771232691099536e-63,2754,518,3272
252,transformers,py,mccabe,3.7070679398872888,2.0,4.66974871374245,3.0,2.6436866814924636,2.0,0.30782656064254726,0.0,13411,12141,25552
253,transformers,py,fanout,8.202997808390732,6.0,10.61173663410633,8.0,5.54229470389589,5.0,0.36442321942684847,0.0,13411,12141,25552
254,transformers,py,chars,988.6402629931121,586.0,1299.0142420401164,811.0,645.7998517420311,421.0,0.34678446529322515,0.0,13411,12141,25552
255,transformers,py,identifiers,59.26268002504696,39.0,75.60972336141973,53.0,41.205666749032204,29.0,0.3438809188515445,0.0,13411,12141,25552
256,transformers,py,halstead,283.68374376063554,162.51574464281416,385.07914648604446,241.57745825283183,171.68195264372108,108.41805003750011,0.3799883408328596,0.0,13411,12141,25552
257,transformers,py,entropy,4.4554988238844775,4.4438367917356505,4.70611615039011,4.739934818207128,4.178665864015684,4.204093971923352,0.4949269958876989,0.0,13411,12141,25552
258,union,rs,mccabe,1.3813438170121515,1.0,1.7523939808481532,1.0,1.2501209482341558,1.0,0.19980648282535074,7.306091124686002e-30,731,2067,2798
259,union,rs,fanout,7.69120800571837,5.0,10.296853625170998,6.0,6.769714562167392,5.0,0.1554292355211231,3.5896381664109946e-10,731,2067,2798
260,union,rs,chars,552.6068620443174,314.5,770.8563611491109,418.0,475.422351233672,289.0,0.23377192372881916,5.074331551639117e-21,731,2067,2798
261,union,rs,identifiers,33.70836311651179,21.0,43.79890560875513,26.0,30.139816158684084,21.0,0.13886776569067563,2.273697018055278e-08,731,2067,2798
262,union,rs,halstead,271.5724540220023,135.82026955595256,387.8764984567394,184.47733175670794,230.44122205209766,127.43782540330756,0.18036409554877408,3.916917583959376e-13,731,2067,2798
263,union,rs,entropy,4.257447881367838,4.253055907333275,4.446896434982663,4.462606507263205,4.190448900868352,4.219178727543639,0.21234538977098924,1.281283658189569e-17,731,2067,2798
264,uv,rs,mccabe,2.3404589751650424,1.0,2.8030160226201697,1.0,1.4135977337110481,1.0,0.3128994418827357,4.2700042435968866e-60,2122,1059,3181
265,uv,rs,fanout,10.825840930524992,5.0,14.094721960414702,8.0,4.275731822474032,2.0,0.48656816177301687,1.269453827425587e-111,2122,1059,3181
266,uv,rs,chars,776.0641307764854,354.0,979.9184731385485,502.5,367.5854579792257,188.0,0.44036217547363427,2.3943462282900424e-91,2122,1059,3181
267,uv,rs,identifiers,45.538509902546366,24.0,56.604618284637134,33.0,23.364494806421153,14.0,0.42886919621679975,9.067320922402585e-87,2122,1059,3181
268,uv,rs,halstead,414.15873313836033,164.99896988958,537.2746986099503,254.93782540330756,167.4617749412743,78.86917501586544,0.46656146899383144,2.642416624204267e-102,2122,1059,3181
269,uv,rs,entropy,4.337936876755082,4.331426233029919,4.50234472071594,4.522384016842864,4.008500196032758,4.001629167387824,0.4434540258579796,1.315329854064574e-92,2122,1059,3181
270,vite,ts,mccabe,3.607773851590106,2.0,5.217171717171717,4.0,2.2008830022075054,2.0,0.45590563471358175,7.571552942163661e-32,396,453,849
271,vite,ts,fanout,6.832744405182567,4.0,10.79040404040404,7.0,3.3730684326710816,3.0,0.49751376903694783,2.560170073568925e-36,396,453,849
272,vite,ts,chars,705.3262661955241,335.0,1149.3813131313132,660.5,317.1456953642384,226.0,0.5713369902111624,7.323789745329554e-47,396,453,849
273,vite,ts,identifiers,40.743227326266194,21.0,65.18434343434343,40.0,19.37748344370861,14.0,0.5561854750596472,1.5989932885491848e-44,396,453,849
274,vite,ts,halstead,343.02079210316816,120.0,592.1949931285275,290.50232708799615,125.19963623994003,77.70923408096293,0.5589114099047874,6.376822424254612e-45,396,453,849
275,vite,ts,entropy,4.482831204591333,4.480342068968805,4.844317217522852,4.909586621863184,4.166830186664442,4.170134892428192,0.5896269538653645,8.552523553273769e-50,396,453,849
276,vscode,ts,mccabe,2.6517869111772434,2.0,4.096650089143286,3.0,2.073830793483973,2.0,0.4747233055078152,0.0,10657,26642,37299
277,vscode,ts,fanout,5.505160996273359,3.0,8.926339495167495,6.0,4.136663914120562,3.0,0.4128379744037937,0.0,10657,26642,37299
278,vscode,ts,chars,515.6376578460548,304.0,839.0945857183073,571.0,386.25245852413485,245.0,0.44950846211924034,0.0,10657,26642,37299
279,vscode,ts,identifiers,30.763854258827315,18.0,50.71661818523037,35.0,22.782598903986187,15.0,0.45533658584458053,0.0,10657,26642,37299
280,vscode,ts,halstead,262.63186143121806,125.64271242790093,478.37494855811127,289.89294990339823,176.33300700920387,93.76537429460444,0.4875787409349707,0.0,10657,26642,37299
281,vscode,ts,entropy,4.305650048790153,4.3643728207539825,4.717343396617483,4.776485058633184,4.140969619100345,4.218871279437913,0.5073261559755009,0.0,10657,26642,37299
282,x64dbg,cpp,mccabe,3.2601525458668315,2.0,5.963712491277041,4.0,2.126682270333528,1.0,0.5452867030870189,1.5165988587522878e-223,1433,3418,4851
283,x64dbg,cpp,fanout,8.316223459080602,3.0,17.48569434752268,9.0,4.471913399648917,2.0,0.5681654571238756,6.088837025888293e-219,1433,3418,4851
284,x64dbg,cpp,chars,496.2279942279942,179.0,1106.463363572924,644.0,240.3861907548274,98.0,0.6677166203143573,1.3690513695482273e-295,1433,3418,4851
285,x64dbg,cpp,identifiers,29.394351680065967,12.0,63.712491277041174,41.0,15.006436512580457,6.0,0.6554807947906837,1.403324132731813e-285,1433,3418,4851
286,x64dbg,cpp,halstead,256.87495508663096,68.53238859703687,605.9749447758682,326.9769564855337,110.51442693429715,30.880904142633646,0.6586404556640943,7.987466587121565e-288,1433,3418,4851
287,x64dbg,cpp,entropy,4.02672641871884,4.076103170996722,4.673284592349836,4.758406544460785,3.7556562423545294,3.6900760298591955,0.6782664494893216,5.842419268702968e-305,1433,3418,4851
288,zed,rs,mccabe,2.095932883457961,1.0,2.965078425569695,2.0,1.8712318286151493,1.0,0.18723340276467937,1.2311963141422233e-80,3379,13070,16449
289,zed,rs,fanout,10.70271749042495,6.0,15.672980171648417,8.0,9.417750573833207,5.0,0.19777846109674657,9.086693932005784e-71,3379,13070,16449
290,zed,rs,chars,732.9954404523071,357.0,1096.0671796389465,522.0,639.1301453710788,334.0,0.17034915460788574,9.196930593852653e-53,3379,13070,16449
291,zed,rs,identifiers,43.59322755182686,24.0,63.166617342409,33.0,38.53289977046672,23.0,0.1663951454967481,1.9363713032704516e-50,3379,13070,16449
292,zed,rs,halstead,391.3804598933458,159.41105080876324,627.3955950728739,252.61501174663374,330.36323405006925,144.85022877276177,0.19250986051160313,7.03184487440676e-67,3379,13070,16449
293,zed,rs,entropy,4.311508828046656,4.347326073499318,4.498066837001936,4.587840345224012,4.263277801859978,4.295032097839164,0.21251802109115825,4.281448905271326e-81,3379,13070,16449
294,zeppelin,java,mccabe,2.7958171625700734,2.0,2.9414191419141913,2.0,2.74430823117338,2.0,0.10930248016045037,4.544426721033433e-09,1212,3426,4638
295,zeppelin,java,fanout,6.4126778783958605,4.0,8.031353135313532,5.0,5.840046701692937,4.0,0.07537054055668264,8.634813249713287e-05,1212,3426,4638
296,zeppelin,java,chars,429.9258300991807,273.0,553.5907590759076,326.5,386.1774664331582,264.5,0.15021896235157667,7.0005622741205604e-15,1212,3426,4638
297,zeppelin,java,identifiers,30.073523070288918,20.0,35.240924092409244,20.0,28.24547577349679,21.0,0.0734342698718208,0.0001407672186700758,1212,3426,4638
298,zeppelin,java,halstead,164.66970775404835,95.90827503317318,202.82704373310753,99.49561398674885,151.17096542870692,95.08241808752197,0.08965318598409754,3.3815929190873797e-06,1212,3426,4638
299,zeppelin,java,entropy,4.228934125388581,4.264336808752237,4.411931613471414,4.378991986900063,4.164195959727055,4.206696201996423,0.3377879600569514,1.3088503783235843e-68,1212,3426,4638
300,overall,cpp,mccabe,3.4621613302426675,2.0,5.209377450211698,3.0,2.2944696548905354,1.0,0.43383518768996204,0.0,63770,95419,159189
301,overall,cpp,fanout,9.808353592270823,5.0,15.89982750509644,9.0,5.737326947463293,3.0,0.4576061784909597,0.0,63770,95419,159189
302,overall,cpp,chars,699.5589205284284,333.0,1160.7899796142387,703.0,391.3110386820235,216.0,0.5302049514904726,0.0,63770,95419,159189
303,overall,cpp,identifiers,46.59282362474794,23.0,76.02581151011448,47.0,26.922300590029238,15.0,0.5106982676636246,0.0,63770,95419,159189
304,overall,cpp,halstead,382.1371341978879,133.21582985307933,672.8005487084971,338.53267911836775,187.8822589283761,76.14709844115208,0.5143805636473431,0.0,63770,95419,159189
305,overall,cpp,entropy,4.343558477527379,4.39888868096258,4.751269555004576,4.8498368818219735,4.071078830803762,4.1219280948873624,0.551545056849476,0.0,63770,95419,159189
306,overall,java,mccabe,2.2260941243608268,2.0,2.772667339787373,2.0,1.8892671000234247,1.0,0.24872166811824056,0.0,84185,136608,220793
307,overall,java,fanout,7.11990869275747,4.0,9.627784047039258,5.0,5.574424631061138,3.0,0.2521536034892757,0.0,84185,136608,220793
308,overall,java,chars,450.7665460408618,258.0,622.0744313119915,372.0,345.19766045912394,215.0,0.2984761634722789,0.0,84185,136608,220793
309,overall,java,identifiers,25.59212475033176,15.0,34.653406188750964,22.0,20.008088838135393,13.0,0.2903403122234126,0.0,84185,136608,220793
310,overall,java,halstead,136.0532201663726,64.5293250129808,197.83671933504215,102.18657103125848,97.9789940777508,49.82892142331043,0.29646403670162064,0.0,84185,136608,220793
311,overall,java,entropy,4.13815062969411,4.18930634260362,4.346926052547315,4.4098012069364625,4.009492286310876,4.055490504878491,0.34166612433508603,0.0,84185,136608,220793
312,overall,py,mccabe,2.909949804667123,2.0,3.5812471552116523,2.0,2.138090016448188,1.0,0.3175546479140159,0.0,46137,40126,86263
313,overall,py,fanout,5.912674031740144,4.0,7.390987710514338,5.0,4.212904351293425,3.0,0.2676050105993418,0.0,46137,40126,86263
314,overall,py,chars,680.776903191403,402.0,830.8082016602726,481.0,508.27044808852116,346.0,0.19280379307079226,0.0,46137,40126,86263
315,overall,py,identifiers,43.222285336702875,26.0,51.916661248022194,31.0,33.22546478592434,23.0,0.1892617502542393,0.0,46137,40126,86263
316,overall,py,halstead,182.98275146127364,92.5109929535273,240.05135894066453,125.09775004326937,117.36508851762966,66.60791492653966,0.31120496834606853,0.0,46137,40126,86263
317,overall,py,entropy,4.265637916772526,4.368400818216718,4.5563367890324455,4.56700421000671,3.931391446417744,4.1515143198157265,0.4043524531555282,0.0,46137,40126,86263
318,overall,rs,mccabe,2.0849486059614444,1.0,2.811116542140912,2.0,1.6437798281896276,1.0,0.29725300704735175,0.0,28642,47145,75787
319,overall,rs,fanout,9.16500191325689,5.0,13.100377068640459,8.0,6.774143599533355,4.0,0.32303286679970256,0.0,28642,47145,75787
320,overall,rs,chars,657.2757860846847,327.0,964.2234480832344,550.0,470.79588503552867,255.0,0.3445878768528594,0.0,28642,47145,75787
321,overall,rs,identifiers,41.85575362529194,23.0,60.145171426576354,37.0,30.744384346166083,19.0,0.3351551311912138,0.0,28642,47145,75787
322,overall,rs,halstead,363.6211677277082,151.23612512626255,562.3542386674426,280.53836262764463,242.88487293810428,111.01319154423277,0.3559471668453308,0.0,28642,47145,75787
323,overall,rs,entropy,4.359339959857109,4.374868440455347,4.627103142706534,4.69754531518266,4.1966658038877975,4.213260230961604,0.3952204846901205,0.0,28642,47145,75787
324,overall,ts,mccabe,2.706089728851489,2.0,3.9017845512570015,3.0,2.0536839611466475,2.0,0.38657867076986796,0.0,23031,42210,65241
325,overall,ts,fanout,5.453702426388314,3.0,8.175719682167513,5.0,3.96849087893864,3.0,0.34769332818633014,0.0,23031,42210,65241
326,overall,ts,chars,547.826106282859,313.0,843.615561634319,522.0,386.4348021795783,246.0,0.4124353215880729,0.0,23031,42210,65241
327,overall,ts,identifiers,31.844530280038626,19.0,48.90009118145109,31.0,22.538521677327648,15.0,0.41456438548041885,0.0,23031,42210,65241
328,overall,ts,halstead,264.47047950684544,122.9113395108324,439.65351073953366,232.19280948873623,168.88553773190952,91.3765181293825,0.4220909549195824,0.0,23031,42210,65241
329,overall,ts,entropy,4.335242163767248,4.390384597162591,4.675681857988866,4.733022952883494,4.149488394574684,4.222649457639692,0.45067817136469573,0.0,23031,42210,65241
