,len,metric,overall,overall_p,ts,cpp,java,py,rs,ts_p,cpp_p,java_p,py_p,rs_p
85,17,fanout,0.1369845931935993,1.2554933285672517e-32,0.12266251594353288,0.11739706167140337,0.08814795115572989,0.3463691009737871,0.17802089118847866,0.00011546771599694638,4.676163027971954e-08,2.7699952173809546e-05,8.801406481828607e-32,3.061968558951815e-07
86,17,chars,0.17833480279468109,6.898311320667629e-54,0.12171779406360118,0.13915260761555923,0.12270867037504894,0.3413555913242669,0.22023931324115487,0.000140282535150684,1.0130471548989558e-10,5.701271905731881e-09,1.0559611535242043e-30,2.668751077825507e-10
87,17,identifiers,0.1658141266621591,7.515627337078658e-47,0.11267700023780185,0.09859440416696999,0.10865486189600278,0.3141644097038158,0.15201408985939371,0.00042132945665860797,4.614631579466183e-06,2.4747056302987444e-07,2.857380963716429e-26,1.2892765679139036e-05
88,17,halstead,0.2155090736984449,7.541753791368919e-78,0.18882979873316472,0.14746075860589025,0.15414976841078828,0.38600008353172116,0.24741783351359778,3.480225975427177e-09,7.334679296061304e-12,2.519131418918002e-13,8.732977339548272e-39,1.2805134654245004e-12
89,17,entropy,0.3307011043497859,1.1733126092998785e-180,0.2141859610437339,0.3072616979536759,0.30495608300275545,0.39609296438014646,0.3560856304871038,2.078958323927928e-11,3.1197971947476256e-46,1.6923704470117269e-47,9.518102436149204e-41,1.7305169779061663e-24
90,18,mccabe,0.19391545236861327,4.8818435781443096e-60,0.25281585874095197,0.034901437507689106,0.14267357947820347,0.324082539332856,0.2952525654475515,2.1809146343254136e-14,0.11832646118049933,3.3656352415260026e-11,7.583713376774445e-27,3.0054053113904036e-18
91,18,fanout,0.11820283519764503,1.0921227974643628e-22,0.10956624259706076,0.09332384616112578,0.06217405651241365,0.32582291494556737,0.14298677181685537,0.0011170734744242086,3.797474190985223e-05,0.004512482647740292,2.2885826940501084e-26,6.630850944308954e-05
92,18,chars,0.1637675929107904,7.104950721148182e-42,0.08987716604518535,0.15033678278397639,0.09691371419553381,0.370521929099888,0.2119041589793679,0.007762556208629407,3.447648683047191e-11,9.873310278999146e-06,2.2282973449204815e-33,3.651424576870186e-09
93,18,identifiers,0.1397577628701597,5.656306219582946e-31,0.0811663742048695,0.09829810540461252,0.0638127407588072,0.2755135760312827,0.1717704301269761,0.016168524784436433,1.4694861195717243e-05,0.003602230017547402,3.435171499415731e-19,1.7206518351783118e-06
94,18,halstead,0.20843898380186987,1.0044699195884207e-66,0.16389010747971047,0.14274172179163236,0.11321492363865913,0.3522204475776101,0.2610064030676844,1.2063051915830453e-06,3.14808725520866e-10,2.425292165235807e-07,2.5211209736438714e-30,3.697088505711239e-13
95,18,entropy,0.3181382592562717,7.043305401536448e-153,0.19513599473568766,0.3240809745526124,0.2736100550203367,0.37031447926419564,0.31703625993319584,7.463740743814276e-09,2.7610963198094955e-46,9.78010834984959e-36,2.417903496831518e-33,1.0844040567566676e-18
96,19,mccabe,0.166544402329118,4.0728723641397816e-42,0.23783461210571186,0.07106329755232577,0.05762192245158668,0.27263090495162207,0.22115103059314806,1.0842478658927097e-11,0.0024987633827323447,0.007122932126899583,1.5235036722249327e-17,1.5168449376962173e-10
97,19,fanout,0.1339388082540481,4.308921807591934e-27,0.14431713554987213,0.06325437331421943,0.09897557195946927,0.36458689053310567,0.18845086381402218,4.785107301628319e-05,0.007839253563462418,5.2531615176331165e-06,2.947051424399505e-29,2.395426014367695e-07
98,19,chars,0.1693260378860417,3.726112587726354e-42,0.11901108269394714,0.13171469612050973,0.10901344249920158,0.3422168468981218,0.22255783161673903,0.0008336706387583726,3.225604711245461e-08,5.488098232466779e-07,8.366200822051436e-26,1.1498353250187096e-09
99,19,identifiers,0.1430563858648372,1.3670344633281022e-30,0.14575618073316282,0.047012588121166064,0.08011696861481288,0.3232569721115538,0.17491438247164118,4.244460772808966e-05,0.04842077722013686,0.00023165698228641029,3.2969673190579937e-23,1.7042141668399103e-06
100,19,halstead,0.18080615990359794,8.091946386856732e-48,0.17904177323103154,0.08707767328456983,0.10671299320616671,0.36459163346613543,0.2445573987548856,4.986363536816249e-07,0.000257108942883428,9.451089031195893e-07,4.5772829745849324e-29,2.2506335102297723e-11
101,19,entropy,0.29773652450482946,1.7671415243387172e-126,0.1584450127877238,0.270473328324568,0.27706555032952995,0.3654311326124075,0.3336282735177664,8.64575753880998e-06,7.154881143089877e-30,4.06494363889249e-37,3.423439518379883e-29,7.179056230599317e-20
102,20,mccabe,0.16360024069597853,2.7574298370850015e-38,0.29446280991735535,0.05211945007676155,0.05383608991444254,0.24724177101150296,0.2702831678545435,1.4300628164825504e-15,0.030055379835691086,0.019716244966627522,1.7736241905368887e-15,5.542551448574532e-15
103,20,fanout,0.09825052488333093,1.7801482244512772e-14,0.0862418442801218,0.10983880857283096,0.008396314822252242,0.31162656082030926,0.1827373350361856,0.0210128025003036,6.096871674691236e-06,0.7199863649051713,6.596801771599481e-23,4.845860099336758e-07
104,20,chars,0.16319653584286573,4.9311433918735156e-37,0.1188386254893432,0.13222903327484087,0.09878905156571373,0.30794239381634436,0.26027891072384957,0.0015223896243223556,5.380776838929347e-08,2.5313944915880245e-05,2.6748079190640614e-22,8.307373167806295e-13
105,20,identifiers,0.14724888284720614,1.786227220509997e-30,0.0877903436276642,0.11173158075488208,0.029096230846933684,0.28799610039735907,0.22921215616803306,0.01914333422481814,4.3076788761401e-06,0.2146680871613733,1.0415936519265055e-19,2.906091998310125e-10
106,20,halstead,0.18751650413860124,2.4648998412663717e-48,0.15316659417137887,0.15479646034352168,0.06563827327272506,0.25107609012608423,0.3092908444224722,4.38477690210244e-05,1.935364467592071e-10,0.0051331946719465745,2.4004693428315297e-15,1.8398533659420858e-17
107,20,entropy,0.3212061607680125,3.327681543301837e-138,0.19177903436276642,0.31261320173313323,0.27487069017975585,0.3441051151819017,0.4240239497933232,3.11517874620454e-07,7.855520816563389e-38,1.013188395683566e-31,1.9373285151260643e-27,2.090952136372828e-31
108,21,mccabe,0.22278548246142255,9.979772494369644e-65,0.3351430446912095,0.026457195902313022,0.20224925576096145,0.30191138557084396,0.29614676696542896,2.965528191726318e-19,0.28966862312298136,5.57776708944648e-18,1.6882530103893474e-18,2.1562194423694102e-16
109,21,fanout,0.11688940081888212,1.3220213869978956e-18,0.15341976186568934,0.07665551250440296,0.04657160008330577,0.28501784236739625,0.2024327784891165,5.013969127937519e-05,0.002406290248212706,0.049661696188085205,2.438600287581579e-16,7.196623843780445e-08
110,21,chars,0.13926520203907344,1.1230311651840973e-25,0.14733876702587387,0.15750209140542445,0.009549536305389149,0.28152284685594164,0.2505521766965429,0.0001036125727279092,4.69503794143407e-10,0.6877420690333551,6.675307672803763e-16,2.8507203429748867e-11
111,21,identifiers,0.1550876817360054,1.8706020606227756e-31,0.18332330470616123,0.10430242456263943,0.024018468834522345,0.3061826917854827,0.2517365556978233,1.3536329229921871e-06,3.698126145372863e-05,0.3119337867412726,1.5588352727558606e-18,2.2641373035850218e-11
112,21,halstead,0.19779767167925733,4.5891206748908225e-50,0.24339022300020058,0.13965359721733003,0.057720552703830294,0.32571505244090615,0.3430017605633803,1.4294009923965954e-10,3.3310640518171364e-08,0.015119259875317988,9.265360772048309e-21,8.289306213901537e-20
113,21,entropy,0.3259146030775502,1.0345726361762079e-132,0.28533723538099665,0.33424878184806855,0.21688629715385568,0.35138122605975997,0.4623719590268886,5.5647258978871726e-14,6.810975266934305e-40,6.913163061755826e-20,6.74405179722365e-24,1.1665146210835552e-34
114,22,mccabe,0.1910340904483905,6.984702289424303e-45,0.30179045092838197,-0.013714937654136032,0.15502409286645552,0.3141160148538771,0.13775150144743853,4.513451179176956e-14,0.6047110540615287,2.513370846373698e-10,3.723266997242937e-19,8.36568883988886e-05
115,22,fanout,0.16731359082340064,4.777669017647078e-34,0.11464311550518447,0.17084495355751722,0.0995509409516723,0.38425433813277377,0.1459608543487967,0.004582954698086747,1.762793022141059e-10,5.946244237010711e-05,3.299264357161584e-27,7.074047717599883e-05
116,22,chars,0.18918659541474095,5.9356521980039714e-43,0.11124909573185435,0.2040576670431235,0.11278610788839447,0.3271718273305816,0.21575835697722984,0.006072895111807725,2.667205588783214e-14,5.538009057957303e-06,4.6321607136478785e-20,4.52304775379947e-09
117,22,identifiers,0.18668861299460796,6.95675068552107e-42,0.13285507595852422,0.14192615299513678,0.12138627400108022,0.35399784646392135,0.11619474889461784,0.0010471495978483598,1.1839637904674286e-07,1.0046145123817635e-06,3.1970353032898696e-23,0.0015840955474739874
118,22,halstead,0.22374746931504905,2.279581684081842e-59,0.2061912225705329,0.17374098232189367,0.16194599869133228,0.3760094700368586,0.16644463007503638,3.665317964361807e-07,9.02888593916061e-11,6.863878539311474e-11,5.550559043042447e-26,6.080850024656568e-06
119,22,entropy,0.344659019500527,2.9226838732481505e-138,0.2564203038340969,0.3465012561366308,0.3141610248728455,0.39833515095459626,0.2736018895914047,2.541250681122576e-10,3.1204240741602e-38,1.0467228568238128e-36,5.895855210168145e-29,1.0387222749400579e-13
120,23,mccabe,0.1978392223903974,1.4249405470306318e-43,0.26930933360299325,0.03615553600440441,0.11698461863187565,0.32619059737703804,0.25423626756853046,6.488816770961528e-11,0.1902589549577638,5.9781287757707274e-06,4.852015157826006e-19,2.538531715051228e-11
121,23,fanout,0.13372727117806446,2.1082287255460892e-20,0.08902147166885765,0.10534142247218908,0.07985089561199406,0.3917052645866205,0.20312507840293842,0.03267729549553045,0.00015544411787770884,0.002251812093400868,3.9159192312531755e-26,2.9243744630961007e-07
122,23,chars,0.17453806482197273,1.558833687751786e-33,0.08188222604240401,0.13642730300266098,0.13275427943333165,0.33091141989447076,0.2000842988393856,0.05006364387142224,9.906809250632586e-07,3.9051135551338827e-07,5.183052069808526e-19,4.575901298964815e-07
123,23,identifiers,0.1803447879211329,1.0687187618586215e-35,0.13548387096774195,0.07330152373035964,0.1326417741191979,0.3045884867918766,0.22347220898083706,0.0011828425861645031,0.008550535789405045,3.9714401902111244e-07,2.38566491223095e-16,1.7559991949247887e-08
124,23,halstead,0.21726222751362917,5.26615772541772e-51,0.1720767182391209,0.13218077498124348,0.17776237882032703,0.3574124972430057,0.29177935782348424,3.823089230514799e-05,2.1250256148155775e-06,1.0934252263416136e-11,6.476222154939542e-22,1.9154076401281322e-13
125,23,entropy,0.3406773874461457,1.1087735156076765e-122,0.1880540668082381,0.3516292526002731,0.3449661836903137,0.3708793539302014,0.28886904074945685,6.786465104692081e-06,1.800321838428462e-36,1.0881608270024456e-39,1.7876068977690897e-23,3.308508983011554e-13
126,24,mccabe,0.16656107585010793,6.274920662535901e-29,0.2689175603217158,0.06855309886584947,0.07142412673545658,0.23887778920715302,0.18724234928949027,6.089378813369945e-10,0.016269570319778274,0.008228965647252399,5.734740179609439e-10,2.802006621897081e-06
127,24,fanout,0.12273923411871068,3.836517045376982e-16,0.06087466487935657,0.11350059189674266,0.0394132726205684,0.2560729545814211,0.15708206023570492,0.16573915125311356,7.996444505492967e-05,0.14914242284446766,4.958077337107383e-11,0.00013283042632991564
128,24,chars,0.1714812542666839,6.1915619708545156e-30,0.11621146112600536,0.19681674113109557,0.11309094591610266,0.2560828453869283,0.24538653668946117,0.008301669980178355,8.260280717486094e-12,3.546844291683974e-05,5.457119322614914e-11,2.532072236242812e-09
129,24,identifiers,0.15899647594974076,5.664617849080495e-26,0.1048760053619303,0.15034635506167182,0.08668772579694654,0.21058019465105238,0.17315340220185266,0.01718312548929154,1.7803317761178487e-07,0.0015226210087851697,6.907412151256647e-08,2.5975278995754045e-05
130,24,halstead,0.21235850753703944,5.402552342092884e-45,0.12752178284182306,0.159017833276053,0.11906217323879907,0.29260464472226616,0.24850865706387312,0.003774048287944013,3.361731900675738e-08,1.3397347532956061e-05,6.721470156042677e-14,1.5879038608648464e-09
131,24,entropy,0.3358878853853392,8.512564044429262e-110,0.14361595174262734,0.327733608278917,0.31556362456182735,0.3549760642506726,0.4510403026334934,0.0011061807761379996,5.276325577780707e-30,8.42296914665644e-31,9.863772898572608e-20,6.3659564710701465e-28
132,25,mccabe,0.21063963004199943,2.5330991587031777e-42,0.3092726708136751,0.03641736975070308,0.18203275784409198,0.30994430013657176,0.22278674973285753,1.0176723508300217e-11,0.22271132393604898,1.7337694496534083e-11,5.305694701146134e-14,5.504368453809632e-08
133,25,fanout,0.10261661980781195,4.7863311305084503e-11,0.0810770201640773,0.11495561495561496,-0.02412550547180304,0.31432263074739575,0.1881758368784317,0.07719484255739291,0.0001348379211641713,0.3779307374552314,4.000488943799413e-14,8.392665515454183e-06
134,25,chars,0.14443127234473166,2.2684596035305892e-20,0.10307419539020946,0.14982748316081648,0.02681674177971369,0.29769300806041293,0.2498907908089545,0.024972931700950017,6.632019009967695e-07,0.32745718336482477,9.037255592447273e-13,3.49596991241193e-09
135,25,identifiers,0.14148543904477356,1.2874507032226967e-19,0.07132053169857058,0.09893043226376559,0.028134050996348775,0.3179712395897491,0.2411002910004906,0.12076698106848888,0.0010263820738891296,0.3041761368176855,2.3032258842900886e-14,1.196696132091249e-08
136,25,halstead,0.17920721759863723,1.745339832698692e-30,0.12545201390349692,0.15166265166265167,0.07178517416916415,0.3530715261227004,0.34465076580845044,0.006360958454936839,4.835367723853996e-07,0.0087567706016792,2.3812563060836004e-17,3.755076152421736e-16
137,25,entropy,0.3087497897359083,5.263373720991572e-87,0.19850547425148501,0.3257103257103257,0.2165143016751342,0.42473823742066785,0.3850010416876684,1.577367396810964e-05,3.142717638253582e-27,2.6447059941301506e-15,2.120794066220543e-24,9.037880595239064e-20
138,26,mccabe,0.1958448981053275,1.0921459629756131e-33,0.28848108827567415,-0.014209436310020966,0.11168952751102852,0.39628212137780205,0.21149693609571055,3.64490339800505e-10,0.6486446833189355,0.0001702743913810793,2.6842951852003356e-20,3.8649973426078695e-07
139,26,fanout,0.13443731749718832,1.8116961317012416e-16,0.1445444732070805,0.13167538820802155,0.06222251379452191,0.2331719128329298,0.19991245987744383,0.0018312333769315283,2.762634474764187e-05,0.03793940505131728,7.35715930343354e-08,3.174358241283449e-06
140,26,chars,0.1824412714184053,6.101348850019373e-29,0.12909649223932843,0.17790879029096426,0.15050390785684903,0.30335077716160275,0.20339217974905166,0.005504263905905459,1.511947556186398e-08,5.265280884368325e-07,2.8107244949257568e-12,2.1990704094890247e-06
141,26,identifiers,0.2022402889482659,3.465043266591504e-35,0.17034700315457413,0.13553616172635383,0.16691548816295265,0.28430836522689995,0.1638240443536621,0.00024844301385235844,1.614034494937177e-05,2.630878990233037e-08,5.774174438784244e-11,0.00013671467096853536
142,26,halstead,0.2466275942013418,1.8275941355062303e-51,0.2296970141589025,0.16274694461963285,0.20317132157902948,0.3038037959853159,0.23334549168368834,7.84083832030989e-07,2.245026469500028e-07,1.2712826065795219e-11,2.60896110882416e-12,5.590816322652778e-08
143,26,entropy,0.3560984311551601,2.8284787056023894e-105,0.22699309347390925,0.33802222714643665,0.373090398445368,0.3607591970631883,0.34130434782608693,1.0547664769435513e-06,5.657121646850651e-27,1.6778858801955276e-35,9.638692731008642e-17,1.9518010478563783e-15
144,27,mccabe,0.187004130054047,3.0230528841828054e-29,0.2328014945343465,0.023047860222927347,0.1215272318480551,0.2842481616582711,0.2808834190061948,1.3716382958991166e-06,0.47852731250180347,6.524728387098749e-05,1.362036911038256e-11,7.218931842140449e-11
145,27,fanout,0.11161630572006392,3.054535504430663e-11,0.05187952841382444,0.09967150760719226,0.038023568441243986,0.3240113485032714,0.10807960985896929,0.2859385040092821,0.002346236989470841,0.21587342611788407,2.0749717407148314e-14,0.014525537796872968
146,27,chars,0.15727971312577202,8.414300301529077e-21,0.14471990103759058,0.12827475388495646,0.06495275305807993,0.33477360893984137,0.23095426387241333,0.0029727051417653165,9.117994754877718e-05,0.03464510726884167,3.1228314690731433e-15,1.8304210837403689e-07
147,27,identifiers,0.17485269521692282,2.462474719503447e-25,0.2068617303274343,0.0976883491986006,0.08401858432124776,0.3023348387470326,0.17799360748649004,2.164465546203316e-05,0.0028807961040232845,0.006277052745106566,1.0572908485057462e-12,5.80196294103475e-05
148,27,halstead,0.20127256707842944,5.0531004201306415e-33,0.20547322713387695,0.1102203848344317,0.12148399421401843,0.3434804006716461,0.21547548438117833,2.4683288619075434e-05,0.0007732803432197073,7.778507920825682e-05,5.915947691493408e-16,1.1377453798283202e-06
149,27,entropy,0.3387149732202449,2.9597160311670123e-90,0.22137790007826108,0.307170897404605,0.30768293449891515,0.40224943546986275,0.3430374324502438,5.5154571828032675e-06,7.243578405296234e-21,1.4183375551446574e-23,2.657311352001428e-21,9.403374925555357e-15
150,28,mccabe,0.19891098451039696,6.8218720291920085e-31,0.3114905640632086,-0.004926624737945493,0.17730012344782514,0.3018656037707498,0.22053231939163498,2.8284511883388553e-09,0.8789282427444227,2.9478572213458117e-08,2.2218449659047338e-12,1.0645519417129931e-06
151,28,fanout,0.09661452462678574,2.52647032637042e-08,0.15046918059092337,0.06478962507922578,0.03906518529276499,0.2805839600781355,0.12480963379088461,0.00440352158343202,0.046493574387752465,0.22598160997993721,8.858855751668731e-11,0.007110643163684802
152,28,chars,0.13460480346004172,8.76184413959263e-15,0.07695259357449331,0.11710545560918531,0.09218163774114685,0.2479932303652914,0.19709332230638119,0.14612667039607405,0.00032301457637521263,0.004303638516107398,1.0649446884974668e-08,2.1807178362137996e-05
153,28,identifiers,0.14295480626520526,1.7496519316358655e-16,0.13515540516970734,0.07529618253620009,0.05156730327015709,0.2448535750156192,0.2132706679710744,0.010668680890951469,0.02075476512153177,0.11019368910625725,1.6199510064961804e-08,4.32739375511123e-06
154,28,halstead,0.1970667169896005,6.991768196675519e-30,0.173875885164126,0.12966944566330263,0.1206399922542541,0.2798642909677572,0.2324131879658299,0.0010224460531005454,6.835827515192986e-05,0.0001866574080238648,1.0808639851440912e-10,5.546708332895615e-07
155,28,entropy,0.3570075535403714,4.983755800504873e-94,0.2431715910280113,0.38316513090536786,0.3285019243337448,0.4052369767570603,0.298968240360662,4.362847222538911e-06,5.808931916716208e-32,2.5805562412534786e-24,9.014963398532569e-21,1.1941797111758653e-10
156,29,mccabe,0.19237944915513466,1.38481059547477e-26,0.2194512862616311,0.050238666466736644,0.09512287334593572,0.32010225171326007,0.2611656124951594,2.6122512840575482e-05,0.1445902726272367,0.004597210351176711,6.310448064700913e-12,1.167213381673219e-08
157,29,fanout,0.08743334679244821,1.4543059814537604e-06,0.0772612205801861,0.14355600539811067,-0.004190780863748728,0.30029370172957687,0.057732025300116174,0.14152455347791723,3.391456452680327e-05,0.9013833872552028,1.4923923112615592e-10,0.22070022235536135
158,29,chars,0.17061287914938394,5.7892239670437736e-21,0.09859058565955117,0.1720679012345679,0.14215210120692162,0.3735777221799195,0.13737575835807408,0.06112122371110506,6.84168968488811e-07,2.6351116056219907e-05,1.7735719413545278e-15,0.003602075127733302
159,29,identifiers,0.16298816821446488,2.834773269803736e-19,0.11908182813355227,0.14921340030989153,0.07141486113130725,0.33201348852387685,0.1466911922894884,0.02367822682314008,1.6579972525374578e-05,0.03469982992613622,1.5260153185254493e-12,0.0018757778809279087
160,29,halstead,0.2034893367103476,3.901360068328699e-29,0.15120415982484947,0.20069538161643424,0.1332092482187,0.36954204285869685,0.17199130846349125,0.0040773352768243626,6.955651834586784e-09,8.197908504021862e-05,3.5378398905556657e-15,0.00026778835770684063
161,29,entropy,0.3737395538915195,4.347227171162996e-94,0.17149014778325122,0.38389688608986855,0.35927875527119385,0.4413357989774829,0.3846865453293748,0.001124031356606406,1.582883921339502e-28,2.3351886775226178e-26,5.49022547651184e-21,3.5778198704515425e-16
162,30,mccabe,0.20595552522190477,1.884292965197169e-28,0.2244119119119119,0.05254971017682882,0.12356352472123318,0.3339624241910174,0.21827050997782704,4.2657093135601473e-05,0.14805770480840347,0.0004461767041710855,5.100914708861032e-13,2.2049601225205962e-06
163,30,fanout,0.15021605807012112,1.0846197025601261e-15,0.10347847847847848,0.09960011739672757,0.011772523434890448,0.359758683574367,0.1527161862527716,0.06063030822138378,0.006436779785920041,0.7398450743204281,1.1221672720157258e-14,0.0012134098942323884
164,30,chars,0.1542801030347766,1.9038377153140336e-16,0.17275608942275608,0.08959571501944383,0.011758309703004071,0.3688345561728657,0.23506651884700666,0.0017665823173854162,0.014307320821563694,0.7403214324792152,2.6859631216662894e-15,6.515174921460919e-07
165,30,identifiers,0.1617182131154846,6.379775740226935e-18,0.1502752752752753,0.10782155697409934,0.0361526270529959,0.3196912506891726,0.11943458980044346,0.0065188817570356805,0.00319863903520637,0.30802582236973985,7.2651126066822475e-12,0.011461354862755768
166,30,halstead,0.20290389352888574,2.732855973765e-27,0.16568651985318653,0.1258015995304131,0.08692052391815733,0.374422155307689,0.17080931263858093,0.0027093894404650013,0.0005831764073675082,0.014260284589044278,1.019786571582437e-15,0.0003001429244928753
167,30,entropy,0.3359963843173918,8.353710391761019e-72,0.08579412746079412,0.3622789639738792,0.33678727018172255,0.3812926756859918,0.3292239467849224,0.12049806320197551,3.974877954655173e-23,2.188029182366273e-21,3.041060732795886e-16,3.209565763644839e-12
168,31,mccabe,0.17209130237855147,2.7888936073111207e-19,0.23289473684210527,-0.06699480448455018,0.13495528739452142,0.22794049062587446,0.25502358578167367,4.8687510828963076e-05,0.07483828977168869,0.00016587579034606898,1.501396849963843e-06,8.741392921059726e-08
169,31,fanout,0.1112360974682341,8.163132362481454e-09,0.07485380116959064,0.12962725594749794,0.00048131467665967615,0.27456627180300347,0.04423726924934071,0.19493820001162543,0.0006081140306224325,0.9894466505534727,8.52808253686587e-09,0.36341486850890403
170,31,chars,0.15127097767083006,4.697052025163616e-15,0.1189327485380117,0.12372248427672956,0.0689311376216179,0.24215325062960544,0.23951020812440416,0.03982490543082338,0.0010749989227593763,0.05640062723864817,3.986005512674354e-07,8.811926681971274e-07
